id,name_vi,region,category,meal_types,prep_time_min,cook_time_min,difficulty,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,price_est_vnd_min,price_est_vnd_max,diet_tags,allergens,taste_profile,spice_level,servings,image_url,description,ingredients,utensils,steps,suitable_for,avoid_for
uc-ga-xao-toi-voi-rau-muong-kieu-keto,Ức gà xào tỏi với rau muống kiểu keto,Trung,main,breakfast,42,30,medium,399,29,11,38,4,891,2,35000,55000,keto,Gà,"Mặn, Cay, Thơm, Béo",1,1,https://img-global.cpcdn.com/recipes/22bff6cada1ed4c7/680x781f0.5_0.50125_1.0q80/%E1%BB%A9c-ga-xao-rau-mu%E1%BB%91ng-d%E1%BA%A7u-oliu-200kalo-recipe-main-photo.jpg,"Ức gà xào tỏi với rau muống kiểu keto là món ăn ít tinh bột, nhiều đạm và chất béo tốt, phù hợp cho chế độ keto kiểu Việt.","Ức gà: 200g, rau muống: 150g, Bơ lạt: 20g, Tỏi băm: 10g, Nước mắm: 10ml, Muối: 2-3g, Tiêu: 2g, Dầu ôliu: 10ml","Chảo (hoặc nồi), Thớt, Dao, Muỗng, Đũa, Tô","Sơ chế và rửa sạch nguyên liệu, Ướp Ức gà với gia vị cơ bản, Làm nóng chảo và xào/áp chảo cùng rau muống, Nêm lại cho vừa ăn và trình bày ra dĩa",Keto / Low-carb,"Thuần chay (Vegan), Ăn chay (Vegetarian)"
luon-ga-ap-chao,Lườn gà áp chảo ,Nam,main,dinner,52,30,medium,649,34,7,29,7,733,5,30000,50000,keto,Gà,"Mặn, Cay, Đậm đà",0,1,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/160525/Originals/uc-ga-ap-chao-2.jpg,"Lườn gà áp chảo keto là món ăn đơn giản, ít tinh bột nhưng giàu đạm và chất béo tốt. Lườn gà được áp chảo vàng thơm, giữ được độ mềm ẩm tự nhiên, phù hợp cho thực đơn keto kiểu Việt và những ai muốn ăn nhẹ nhưng vẫn đủ dinh dưỡng.","Thăn gà: 200g, Nấm tươi: 120g, Dưa chuột: 60g, Súp lơ xanh: 120g, Cà chua bi: 60g, Nước sốt tẩm ướp thịt Hàn Quốc: 15g, Dầu ôliu: 10ml, Muối: 1g, Tiêu: 1g","Nồi hấp, Rây, Thau, Đũa, Vá","Sơ chế và rửa sạch thăn gà và các loại rau củ, Ướp thăn gà với nước sốt tẩm ướp Hàn Quốc muối và tiêu, Làm nóng chảo với dầu ôliu rồi áp chảo thăn gà đến khi vàng đều, Cho nấm súp lơ dưa chuột và cà chua bi vào xào chung, Đảo đều đến khi rau củ chín vừa, Nêm lại cho vừa ăn và trình bày ra dĩa",Keto / Low-carb,"Thuần chay (Vegan), Ăn chay (Vegetarian)"
ca-hoi-nuong-bo-voi-bi-ngoi-kieu-keto,Cá hồi nướng bơ bí ngòi kiểu keto,Bắc,main,dinner,60,30,medium,435,23,11,27,5,340,1,40000,60000,keto,"Cá, Bơ","Ngọt, Mặn, Chua, Cay, Thơm, Béo",2,1,https://img-global.cpcdn.com/recipes/b87d0756e4db5ca7/1200x630cq80/photo.jpg,"Cá hồi nướng bơ bí ngòi kiểu keto là món ăn ít tinh bột, giàu omega-3 và chất béo tốt. Cá hồi mềm béo kết hợp bí ngòi ngọt nhẹ, nướng cùng bơ tạo nên hương vị đậm đà nhưng vẫn thanh nhẹ, rất phù hợp cho chế độ ăn keto kiểu Việt.","Cá hồi: 180g, Bí ngòi: 150g, Bơ lạt: 12g, Dầu ôliu: 5ml, Tỏi băm: 5g, Muối: 2g, Tiêu: 1g, Nước cốt chanh: 5ml, Đường ăn kiêng: 1g","Chảo chống dính, Thớt, Dao, Muỗng, Dĩa","Sơ chế và rửa sạch cá hồi và bí ngòi, Ướp cá hồi với muối tiêu tỏi dầu ôliu và chanh, Trộn bí ngòi với bơ lạt và ít muối, Làm nóng lò và xếp cá hồi cùng bí ngòi vào khay, Nướng đến khi cá chín mềm và bí ngòi vàng nhẹ, Nêm lại với đường ăn kiêng nếu cần và trình bày ra dĩa",Keto / Low-carb,"Thuần chay (Vegan), Ăn chay (Vegetarian), Không sữa"
trung-may-bong-cai-xanh,Trứng mây bông cải xanh,Bắc,main,lunch,38,42,easy,491,27,8,34,3,506,4,35000,65000,keto,"Trứng, Bông cải","Ngọt, Mặn, Cay, Thơm, Béo",2,1,https://songkhoe.medplus.vn/wp-content/uploads/2022/12/Menu-Eat-clean-19-3.png,"Trứng mây bông cải xanh là món ăn nhẹ, ít tinh bột, giàu đạm và chất xơ. Lòng trắng trứng được đánh bông rồi nướng tạo thành lớp “mây” mềm nhẹ, kết hợp bông cải xanh giòn ngọt tạo nên món ăn đẹp mắt, thơm ngon, phù hợp cho thực đơn keto hoặc eatclean kiểu Việt.","Trứng gà: 100g, Bông cải xanh: 120g, Bơ lạt: 10g, Muối: 1g, Tiêu: 1g, Tỏi băm: 3g, Đường ăn kiêng: 1g","Chảo chống dính, Thớt, Dao, Muỗng, Dĩa","Tách lòng đỏ và lòng trắng trứng, Đánh bông lòng trắng với chút muối, Xào sơ bông cải xanh với bơ và tỏi, Trộn bông cải vào lòng trắng và tạo hình ổ mây, Đặt lòng đỏ vào giữa và nướng đến khi chín vừa, Rắc tiêu đường ăn kiêng và trình bày ra dĩa",Keto / Low-carb,Thuần chay (Vegan)
dau-hu-non-om-nuoc-tuong-voi-su-hao-thuan-chay,Đậu hũ non om nước tương,Trung,main,lunch,33,40,easy,590,14,69,12,6,573,8,25000,45000,"vegetarian,light","Đậu hũ, Nước tương","Ngọt, Cay, Thơm",1,1,https://abcfood.vn/wp-content/uploads/2021/12/dau-non-miso.jpg,"Đậu hũ non om nước tương (thuần chay) là món ăn nhẹ nhàng, ít tinh bột, dễ tiêu và giàu đạm thực vật. Đậu hũ mềm mịn được om trong nước tương đậm đà, kết hợp hương thơm thanh của hành boa rô tạo nên món ăn thuần chay đơn giản nhưng vẫn rất hài hòa và dinh dưỡng.","Đậu hũ non: 200g, Nước tương thuần chay: 15ml, Tỏi băm hoặc tỏi bột chay: 5g, Hành boa rô: 10g, Dầu mè hoặc dầu ôliu: 5ml, Nước lọc: 30ml, Đường ăn kiêng: 1g, Tiêu: 1g","Chảo chống dính, Thớt, Dao, Muỗng, Dĩa","Cắt đậu hũ non thành miếng vừa ăn, Phi thơm hành boa rô và tỏi chay với dầu, Thêm nước tương nước lọc và đường ăn kiêng vào đun nhẹ, Cho đậu hũ vào om lửa nhỏ đến khi thấm vị, Nêm lại cho vừa ăn và rắc thêm tiêu, Trình bày ra dĩa và thưởng thức","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",
nam-dui-ga-tron-rau-cu-voi-rau-muong-thuan-chay,Nấm đùi gà trộn với rau muống,Bắc,main,dinner,30,33,medium,349,19,62,14,5,252,3,30000,50000,"vegetarian,light","Gà, Nấm","Ngọt, Mặn, Chua, Cay, Thơm, Đậm đà",0,1,https://img-global.cpcdn.com/recipes/050f813ce284b36c/680x781f0.5_0.5_1.0q80/g%E1%BB%8Fi-rau-mu%E1%BB%91ng-n%E1%BA%A5m-dui-ga-recipe-main-photo.jpg,"Nấm đùi gà trộn rau muống (thuần chay) là món ăn thanh mát, giàu chất xơ và đạm thực vật. Nấm đùi gà giòn ngọt kết hợp rau muống luộc xanh mướt, trộn cùng sốt chua ngọt nhẹ thuần chay tạo nên món ăn đơn giản nhưng rất đậm đà và dễ ăn.","Nấm đùi gà: 150g, Rau muống: 150g, Tỏi bột chay: 5g, Dầu mè: 5ml, Nước tương thuần chay: 10ml, Giấm táo: 5ml, Đường ăn kiêng: 2g, Muối: 1g, Tiêu: 1g","Chảo, Nồi, Đũa, Thớt, Dao, Chén","Sơ chế và rửa sạch nấm đùi gà và rau muống, Luộc rau muống đến khi vừa chín và để ráo, Áp chảo hoặc xào nhanh nấm đùi gà cho thơm, Trộn nấm và rau muống với nước tương giấm dầu mè và đường ăn kiêng, Nêm muối tiêu cho vừa ăn và trình bày ra dĩa","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Thuần chay (Vegan)
nam-dui-ga-kho-sa,Nấm đùi gà kho sả,Nam,main,breakfast,27,70,medium,357,18,75,15,8,651,4,25000,65000,"vegetarian,light","Nước tương, Nấm","Ngọt, Mặn, Cay, Thơm, Đậm đà",0,1,https://cdn11.dienmaycholon.vn/filewebdmclnew/public/userupload/files/kien-thuc/cach-lam-nam-dui-ga-kho-sa-chay/cach-lam-nam-dui-ga-kho-sa-chay-6.jpg,"Nấm đùi gà kho sả chay là món ăn thuần chay đậm vị, thơm nồng từ sả và tiêu. Nấm đùi gà có độ giòn dai tự nhiên, kho cùng gia vị mặn ngọt nhẹ giúp thấm đều và tạo nên món ăn giản dị nhưng rất đưa cơm, phù hợp cho thực đơn chay hoặc eatclean.","Nấm đùi gà: 200g, Sả băm: 10g, Tỏi bột chay: 5g, Nước tương thuần chay: 15ml, Dầu ăn thực vật: 5ml, Đường ăn kiêng: 2g, Muối: 1g, Tiêu: 1g, Nước lọc: 40ml","Nồi hấp, Rây, Thau, Đũa, Vá","Sơ chế và cắt nấm đùi gà thành miếng vừa ăn, Phi thơm sả và tỏi chay với dầu, Cho nấm vào xào đến khi săn lại, Thêm nước tương nước lọc và đường ăn kiêng vào kho lửa nhỏ, Nêm muối tiêu cho vừa ăn và kho đến khi nước sệt, Trình bày ra dĩa và thưởng thức","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Thuần chay (Vegan)
salad-dau-ga-xao,Salad đậu gà,Nam,main,lunch,43,30,easy,472,15,70,12,7,570,3,35000,65000,vegetarian,Đậu gà,"Mặn, Chua, Cay, Thơm",0,1,https://thuanchay.vn/congdong/wp-content/uploads/2024/10/dau-ga-3.webp,"Salad đậu gà là món ăn thuần chay giàu đạm thực vật, ít tinh bột xấu và giàu chất xơ. Đậu gà mềm bùi kết hợp rau củ tươi cùng sốt dầu ôliu – chanh giúp món ăn thanh nhẹ nhưng vẫn no lâu, rất phù hợp cho thực đơn chay.","Đậu gà luộc: 150g, Xà lách: 50g, Dưa chuột: 60g, Cà chua bi: 60g, Hành tím: 10g, Dầu ôliu: 10ml, Nước cốt chanh: 5ml, Muối: 1g, Tiêu: 1g","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Rửa sạch và sơ chế các loại rau củ, Trộn đậu gà với xà lách dưa chuột và cà chua bi, Phi hành tím nhẹ hoặc dùng sống tùy khẩu vị, Rưới dầu ôliu và nước chanh lên hỗn hợp salad, Nêm muối tiêu cho vừa ăn và trộn đều rồi trình bày ra dĩa",Ăn chay (Vegetarian),Thuần chay (Vegan)
ca-ri-dau-lang,Cà ri đậu lăng,Trung,main,breakfast,27,70,medium,421,19,54,13,5,360,3,40000,70000,"vegetarian,light",Nước cốt dừa,"Ngọt, Mặn, Cay, Thơm, Béo",1,1,https://ducankitchen.com/wp-content/uploads/2017/11/caridaulang-featured.jpg,"Cà ri đậu lăng chay là món ăn thuần chay giàu đạm thực vật, ít chất béo xấu và nhiều chất xơ. Đậu lăng mềm bùi kết hợp nước cà ri thơm béo từ nước cốt dừa và gia vị Ấn Độ – Việt Nam, tạo nên món ăn đậm đà, dinh dưỡng và rất phù hợp cho thực đơn chay hoặc eatclean.","Đậu lăng: 120g, Khoai tây: 80g, Cà rốt: 60g, Hành tây: 50g, Tỏi băm: 5g, Bột cà ri: 8g, Nước cốt dừa: 80ml, Nước lọc: 400ml, Dầu ăn thực vật: 8ml, Muối: 2g, Đường ăn kiêng: 1g, Tiêu: 1g","Chảo, Nồi, Đũa, Thớt, Dao, Chén","Rửa đậu lăng và sơ chế rau củ, Phi thơm hành tỏi với dầu rồi cho bột cà ri vào đảo đều, Thêm đậu lăng khoai và cà rốt vào xào nhẹ, Đổ nước và nấu đến khi đậu mềm, Thêm nước cốt dừa và nêm muối tiêu đường ăn kiêng, Nấu sệt lại và trình bày ra tô","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",
sup-dau-ha-lan-voi-cai-bo-xoi-thuan-chay,Súp đậu hà lan với cải bó xôi,Trung,main,breakfast,20,70,easy,384,13,51,8,6,545,3,35000,75000,"vegetarian,light",Gạo nếp,"Ngọt, Mặn, Cay, Thơm",0,1,https://file.hstatic.net/1000217254/file/lam_sup_dau_ha_lan_cai_bo_xoi_595686c1b8a446478b93051bb0ddd5c9.jpg,"Súp đậu Hà Lan với cải bó xôi chay là món ăn thuần chay nhẹ nhàng, giàu chất xơ, vitamin và đạm thực vật. Đậu Hà Lan mềm mịn kết hợp vị thanh ngọt của cải bó xôi tạo nên món súp xanh mướt, thơm ngon, dễ tiêu và rất phù hợp cho thực đơn eatclean hoặc detox.","Đậu Hà Lan: 120g, Cải bó xôi: 80g, Hành tây: 40g, Tỏi băm: 5g, Dầu ôliu hoặc dầu thực vật: 8ml, Nước lọc: 500ml, Muối: 2g, Tiêu: 1g, Đường ăn kiêng: 1g","Chảo, Nồi, Đũa, Thớt, Dao, Chén","Rửa đậu Hà Lan và ngâm mềm, Phi thơm hành tỏi với dầu rồi cho đậu Hà Lan vào đảo nhẹ, Thêm nước và nấu đến khi đậu mềm, Cho cải bó xôi vào nấu thêm vài phút, Xay nhuyễn hỗn hợp rồi nêm muối tiêu đường ăn kiêng cho vừa ăn, Đun lại cho nóng và trình bày ra tô","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Keto / Low-carb
dau-hu-nau-canh-thanh-dam-voi-cai-bo-xoi-thuan-chay,Đậu hũ nấu canh thanh đạm với cải bó xôi,Bắc,main,dinner,45,70,medium,370,16,56,18,7,584,2,35000,65000,"vegetarian,light",Đậu hũ,"Ngọt, Mặn, Cay, Thơm",0,1,https://image.cooky.vn/posproduct/g0/20257/s400x400/aac072b9-0499-4ba9-b0ed-ca3715fdbade.png,"Đậu hũ nấu canh thanh đạm với cải bó xôi (thuần chay) là món ăn nhẹ nhàng, mát lành và dễ tiêu. Đậu hũ mềm kết hợp vị ngọt tự nhiên của cải bó xôi tạo nên bát canh đơn giản nhưng dinh dưỡng, phù hợp cho thực đơn thuần chay hoặc eatclean hằng ngày.","Đậu hũ non hoặc đậu hũ trắng: 200g, Cải bó xôi: 120g, Hành boa rô: 10g, Gừng lát: 3g, Nước lọc: 600ml, Muối: 1.5g, Tiêu: 1g, Đường ăn kiêng: 1g, Dầu mè: 3ml","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Sơ chế và rửa sạch cải bó xôi, Cắt đậu hũ thành miếng vừa ăn, Phi thơm hành boa rô với chút dầu mè, Thêm nước và gừng vào nấu sôi, Cho đậu hũ vào và nêm muối tiêu đường ăn kiêng, Thêm cải bó xôi và nấu đến khi vừa chín, Trình bày ra tô và thưởng thức","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Keto / Low-carb
nam-dui-ga-xao-sa-ot-chay,Nấm đùi gà xào sả ớt chay,Nam,main,lunch,37,30,medium,443,13,58,12,6,620,6,30000,70000,vegetarian,Nước tương,"Ngọt, Mặn, Cay, Thơm, Đậm đà",0,1,https://cdn.tgdd.vn/2022/10/CookRecipe/GalleryStep/thanh-pham-92.jpg,"Nấm đùi gà xào sả ớt chay là món thuần chay thơm nồng, đậm vị với hương sả quyện cùng vị cay nhẹ của ớt. Nấm đùi gà giòn dai tự nhiên, thấm đều gia vị, tạo nên món ăn đơn giản nhưng rất bắt cơm và phù hợp cho thực đơn eatclean hoặc thuần chay hằng ngày.","Nấm đùi gà: 200g, Sả băm: 10g, Ớt băm: 3g, Hành boa rô hoặc tỏi chay: 5g, Nước tương thuần chay: 12ml, Dầu thực vật: 8ml, Muối: 1g, Đường ăn kiêng: 1g, Tiêu: 1g","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Sơ chế và cắt nấm đùi gà thành miếng vừa ăn, Phi thơm sả ớt và hành boa rô với dầu, Cho nấm vào xào đến khi săn lại, Thêm nước tương muối tiêu và đường ăn kiêng vào đảo đều, Xào lửa nhỏ cho nấm thấm vị đậm đà, Trình bày ra dĩa và thưởng thức",Ăn chay (Vegetarian),Thuần chay (Vegan)
dau-ga-kho-tuong,Đậu gà kho tương,Trung,main,dinner,15,70,easy,358,13,54,14,10,636,5,30000,70000,"vegetarian,light","Đậu gà, Nước tương","Ngọt, Mặn, Cay, Thơm",0,1,https://cdn2.fptshop.com.vn/unsafe/800x0/cach_che_bien_dau_ga_04_78bad3cbf0.jpg,"Đậu gà kho tương (thuần chay) là món ăn giàu đạm thực vật, ít chất béo xấu và có hương vị đậm đà nhờ nước tương thuần chay. Hạt đậu gà bùi mềm, thấm vị mặn ngọt thanh, tạo nên món chay đơn giản nhưng rất đưa cơm và phù hợp cho thực đơn eatclean hoặc thuần chay.","Đậu gà luộc: 180g, Nước tương thuần chay: 15ml, Hành boa rô: 10g, Tỏi chay hoặc tỏi bột: 3g, Dầu thực vật: 5ml, Nước lọc: 40ml, Đường ăn kiêng: 2g, Muối: 1g, Tiêu: 1g","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Phi thơm hành boa rô và tỏi chay với dầu, Cho đậu gà vào xào nhẹ, Thêm nước tương nước lọc và đường ăn kiêng vào kho lửa nhỏ, Nêm muối tiêu cho vừa ăn và kho đến khi nước sệt lại, Trình bày ra dĩa và thưởng thức","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Thuần chay (Vegan)
nam-dui-ga-xao-hanh-tay,Nấm đùi gà xào hành tây,Trung,main,breakfast,35,30,medium,530,16,54,6,5,297,5,30000,50000,"vegetarian,light","Nấm, Bơ, Nước tương","Ngọt, Mặn, Cay, Thơm, Đậm đà",0,1,https://cdn.tgdd.vn/Files/2022/12/22/1498262/cong-thuc-lam-nam-dui-ga-xao-hanh-tay-dinh-duong-thom-lung-202212221443387297.jpg,"Nấm đùi gà xào hành tây chay là món ăn thanh đạm, giàu chất xơ và đạm thực vật. Nấm đùi gà giòn ngọt tự nhiên hòa cùng vị thơm nhẹ của hành tây tạo nên món xào đơn giản nhưng rất hấp dẫn, phù hợp cho thực đơn thuần chay hoặc eatclean hằng ngày.","Nấm đùi gà: 200g, Hành tây: 80g, Hành boa rô: 8g, Dầu thực vật: 8ml, Nước tương thuần chay: 12ml, Muối: 1g, Tiêu: 1g, Đường ăn kiêng: 1g","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Sơ chế nấm đùi gà và hành tây, Cắt nấm và hành tây thành miếng vừa ăn, Phi thơm hành boa rô với dầu, Cho nấm vào xào săn rồi thêm hành tây vào đảo đều, Nêm nước tương muối tiêu và đường ăn kiêng, Xào đến khi thấm vị và trình bày ra dĩa","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo",Thuần chay (Vegan)
nam-dui-ga-hap-cai-xanh,Nấm đùi gà hấp cải xanh,Bắc,main,dinner,98,30,medium,531,12,67,11,9,316,8,35000,75000,vegetarian,"Nước mắm, Nước tương","Cay, Thơm, Đậm đà",1,1,https://cdn.tgdd.vn/2020/09/CookRecipe/Avatar/nam-dui-ga-hap-cai-xanh-thumbnail.jpg,"Nấm đùi gà hấp cải xanh chay là món ăn thuần chay thanh đạm, ít dầu mỡ và giữ được vị ngọt tự nhiên của nấm. Kết hợp với cải xanh mềm nhẹ, món ăn mang lại hương vị tinh khiết, dễ tiêu, phù hợp cho thực đơn eatclean hoặc bữa chay hằng ngày.","Nấm đùi gà loại lớn: 150g, Cải bẹ xanh: 100g, Nấm linh chi trắng: 100g, Bông kim châm khô: 20g, Đậu hũ non: 200g, Hành boaro bằm: 30g, Cà rốt bào lát: 80g, Kỷ tử: 10g, Baking soda: 3g, Nước bột năng: 60ml, Tiêu xay: 5g, Hạt nêm chay: 25g, Dầu hào chay: 7g, Dầu mè: 5ml","Chảo chống dính, Thớt, Dao, Muỗng, Dĩa","Ngâm bông kim châm và kỷ tử cho mềm, Chuẩn bị nấm đùi gà nấm linh chi và cắt miếng vừa ăn, Cắt cải bẹ xanh cà rốt và đậu hũ non thành miếng, Trộn các loại nấm với hạt nêm dầu hào dầu mè tiêu và baking soda, Xếp cải bẹ xanh dưới đáy tô thêm cà rốt và đậu hũ rồi cho hỗn hợp nấm lên trên, Hấp lửa vừa đến khi nấm chín mềm, Rưới nước bột năng lên trên cho hơi sệt, Rắc hành boaro và trình bày ra dĩa",Ăn chay (Vegetarian),Thuần chay (Vegan)
nam-dong-co-xao-sa-ot-chay,Nấm đông cô xào sả ớt chay ,Bắc,main,lunch,37,30,easy,515,12,78,12,7,340,3,30000,50000,vegetarian,Nước tương,"Ngọt, Mặn, Cay, Thơm, Đậm đà",1,1,https://cdn.tgdd.vn/Files/2023/01/06/1501156/cong-thuc-lam-nam-dong-xao-sa-ot-cay-nong-kich-thich-vi-giac-202301061540150903.jpg,"Nấm đông cô xào sả ớt chay là món thuần chay thơm nồng, đậm vị với hương sả hòa quyện cùng vị cay nhẹ của ớt. Nấm đông cô dai giòn tự nhiên, thấm đều gia vị, tạo nên món xào đơn giản nhưng rất đưa cơm, phù hợp cho thực đơn eatclean hoặc bữa chay hằng ngày.","Nấm đông cô tươi: 200g, Sả băm: 10g, Ớt băm: 3g, Hành boa rô hoặc tỏi chay: 5g, Nước tương thuần chay: 12ml, Dầu thực vật: 8ml, Muối: 1g, Đường ăn kiêng: 1g, Tiêu: 1g","Chảo chống dính, Thớt, Dao, Muỗng, Dĩa","Sơ chế và cắt nấm đông cô thành miếng vừa ăn, Phi thơm sả ớt và hành boa rô với dầu, Cho nấm vào xào đến khi săn lại, Thêm nước tương muối tiêu và đường ăn kiêng vào đảo đều, Xào lửa nhỏ cho nấm thấm vị, Trình bày ra dĩa và thưởng thức",Ăn chay (Vegetarian),
nam-dui-ga-xao-chay-voi-cai-bo-xoi,Nấm đùi gà xào chay với cải bó xôi,Nam,main,lunch,35,30,medium,586,15,68,16,10,615,5,35000,55000,"vegetarian,light","Nấm, Bơ, Nước tương","Ngọt, Mặn, Cay, Thơm, Đậm đà",1,1,https://cdn.tgdd.vn/Files/2021/05/08/1349667/cach-lam-cai-bo-xoi-xao-nam-mon-ngon-du-chat-chay-man-deu-dung-duoc-202201131023189306.jpg,"Nấm đùi gà xào chay với cải bó xôi là món ăn thuần chay thanh đạm, giàu chất xơ và vitamin. Nấm đùi gà giòn dai tự nhiên kết hợp cải bó xôi xanh mướt, tạo nên món xào đơn giản nhưng dinh dưỡng, phù hợp cho thực đơn chay hoặc eatclean hằng ngày.","Nấm đùi gà: 200g, Cải bó xôi: 120g, Hành boa rô: 10g, Tỏi chay hoặc tỏi bột: 3g, Dầu thực vật: 8ml, Nước tương thuần chay: 10ml, Muối: 1g, Đường ăn kiêng: 1g, Tiêu: 1g","Nồi, Thớt, Dao, Muỗng, Đũa, Tô","Sơ chế và rửa sạch nấm đùi gà và cải bó xôi, Cắt nấm vừa ăn và để cải bó xôi ráo nước, Phi thơm hành boa rô và tỏi chay với dầu, Cho nấm vào xào săn rồi thêm cải bó xôi vào đảo đều, Nêm nước tương muối tiêu và đường ăn kiêng, Xào đến khi rau mềm và trình bày ra dĩa","Ăn chay (Vegetarian), Nhẹ bụng / Ít calo","Thuần chay (Vegan), Keto / Low-carb"
